systematic_name	common_name	cds_length	gc_content	status
YNL236W	SIN4	2922	0.3679	Verified
YNL235C	YNL235C	429	0.359	Verified
YNL234W	YNL234W	1278	0.3826	Verified
YNL233W	BNI4	2676	0.3834	Verified
YNL232W	CSL4	876	0.4292	Verified
YNL231C	PDR16	1053	0.3846	Verified
YNL230C	ELA1	1137	0.4169	Verified
YNL229C	URE2	1062	0.3889	Verified
YNL228W	YNL228W	774	0.3837	Dubious
YNL227C	JJJ1	1770	0.3655	Verified
YNL226W	YNL226W	408	0.3554	Verified
YNL225C	CNM67	1743	0.3505	Verified
YNL224C	SQS1	2301	0.3894	Verified
YNL223W	ATG4	1482	0.3941	Verified
YNL222W	SSU72	618	0.3592	Verified
YNL221C	POP1	2625	0.4004	Verified
YNL220W	ADE12	1299	0.3934	Verified
YNL219C	ALG9	1665	0.3712	Verified
YNL218W	MGS1	1761	0.3981	Verified
YNL217W	PPN2	978	0.4059	Verified
YNL216W	RAP1	2481	0.4152	Verified
YNL215W	IES2	960	0.424	Verified
YNL214W	PEX17	597	0.3786	Verified
YNL213C	RRG9	642	0.3847	Verified
YNL212W	VID27	2346	0.3743	Verified
YNL211C	MRX7	258	0.3566	Uncharacterized
YNL210W	MER1	810	0.3654	Verified
YNL209W	SSB2	1839	0.4372	Verified
YNL208W	YNL208W	597	0.5142	Verified
YNL207W	RIO2	1275	0.3882	Verified
YNL206C	RTT106	1365	0.3861	Verified
YNL205C	YNL205C	420	0.3595	Dubious
YNL204C	SPS18	900	0.3911	Verified
YNL203C	YNL203C	609	0.4122	Dubious
YNL202W	SPS19	876	0.4395	Verified
YNL201C	PSY2	2574	0.3625	Verified
YNL200C	NNR1	738	0.4485	Verified
YNL199C	GCR2	1602	0.4064	Verified
YNL198C	YNL198C	300	0.3667	Dubious
YNL197C	WHI3	1983	0.41	Verified
YNL196C	SLZ1	894	0.3814	Verified
YNL195C	YNL195C	783	0.4764	Uncharacterized
YNL194C	YNL194C	903	0.4408	Verified
YNL193W	YNL193W	1674	0.3835	Uncharacterized
YNL192W	CHS1	3393	0.3687	Verified
YNL191W	DUG3	1071	0.4202	Verified
YNL190W	YNL190W	612	0.4477	Verified
YNL189W	SRP1	1626	0.3899	Verified
YNL188W	KAR1	1299	0.348	Verified
YNL187W	SWT21	1071	0.4519	Verified
YNL186W	UBP10	2376	0.3935	Verified
YNL185C	MRPL19	474	0.4304	Verified
YNL184C	YNL184C	324	0.4136	Uncharacterized
YNL183C	NPR1	2370	0.3911	Verified
YNL182C	IPI3	1665	0.3736	Verified
YNL181W	PBR1	1221	0.3915	Uncharacterized
YNL180C	RHO5	993	0.3897	Verified
YNL179C	YNL179C	435	0.3494	Dubious
YNL178W	RPS3	720	0.4333	Verified
YNL177C	MRPL22	927	0.3851	Verified
YNL176C	TDA7	1908	0.4177	Verified
YNL175C	NOP13	1209	0.3962	Verified
YNL174W	YNL174W	570	0.3842	Verified
YNL173C	MDG1	1098	0.4372	Verified
YNL172W	APC1	5244	0.3865	Verified
YNL171C	YNL171C	366	0.3415	Dubious
YNL170W	YNL170W	393	0.3435	Dubious
YNL169C	PSD1	1500	0.4073	Verified
YNL168C	FMP41	777	0.4196	Uncharacterized
YNL167C	SKO1	1941	0.3854	Verified
YNL166C	BNI5	1344	0.4107	Verified
YNL165W	YNL165W	1218	0.4171	Uncharacterized
YNL164C	IBD2	1053	0.3989	Verified
YNL163C	RIA1	3330	0.3961	Verified
YNL162W-A	YNL162W-A	216	0.3611	Uncharacterized
YNL162W	RPL42A	318	0.4308	Verified
YNL161W	CBK1	2268	0.4017	Verified
YNL160W	YGP1	1062	0.4275	Verified
YNL159C	ASI2	867	0.3887	Verified
YNL158W	PGA1	594	0.4091	Verified
YNL157W	IGO1	504	0.4008	Verified
YNL156C	NSG2	897	0.4002	Verified
YNL155C-A	YNL155C-A	222	0.3874	Verified
YNL155W	CUZ1	822	0.3796	Verified
YNL154C	YCK2	1638	0.398	Verified
YNL153C	GIM3	387	0.4367	Verified
YNL152W	INN1	1227	0.4034	Verified
YNL151C	RPC31	753	0.3878	Verified
YNL150W	YNL150W	405	0.4	Uncharacterized
YNL149C	PGA2	387	0.4186	Verified
YNL148C	ALF1	762	0.5	Verified
YNL147W	LSM7	345	0.3594	Verified
YNL146C-A	YNL146C-A	192	0.3333	Uncharacterized
YNL146W	YNL146W	300	0.3233	Uncharacterized
YNL145W	MFA2	114	0.4649	Verified
YNL144C	YNL144C	2220	0.4005	Uncharacterized
YNL144W-A	YNL144W-A	81	0.4074	Uncharacterized
YNL143C	YNL143C	390	0.3744	Uncharacterized
YNL142W	MEP2	1497	0.4442	Verified
YNL141W	AAH1	1041	0.3967	Verified
YNL140C	YNL140C	567	0.418	Uncharacterized
YNL139C	THO2	4791	0.3628	Verified
YNL138W-A	YSF3	255	0.4549	Verified
YNL138W	SRV2	1578	0.4113	Verified
YNL137C	NAM9	1458	0.3827	Verified
YNL136W	EAF7	1275	0.382	Verified
YNL135C	FPR1	342	0.4649	Verified
YNL134C	YNL134C	1128	0.4397	Verified
YNL133C	FYV6	519	0.3661	Verified
YNL132W	KRE33	3168	0.3854	Verified
YNL131W	TOM22	456	0.3816	Verified
YNL130C	CPT1	1179	0.3766	Verified
YNL130C-A	DGR1	144	0.3611	Uncharacterized
YNL129W	NRK1	720	0.3542	Verified
YNL128W	TEP1	1302	0.384	Verified
YNL127W	FAR11	2859	0.3718	Verified
YNL126W	SPC98	2538	0.3428	Verified
YNL125C	ESBP6	2019	0.4364	Verified
YNL124W	NAF1	1476	0.4546	Verified
YNL123W	NMA111	2991	0.3865	Verified
YNL122C	MRP35	345	0.371	Verified
YNL121C	TOM70	1851	0.3733	Verified
YNL120C	YNL120C	483	0.3582	Dubious
YNL119W	NCS2	1479	0.3428	Verified
YNL118C	DCP2	2910	0.3753	Verified
YNL117W	MLS1	1662	0.417	Verified
YNL116W	DMA2	1566	0.4291	Verified
YNL115C	YNL115C	1932	0.3965	Uncharacterized
YNL114C	YNL114C	369	0.4092	Verified
YNL113W	RPC19	426	0.4038	Verified
YNL112W	DBP2	1638	0.4274	Verified
YNL111C	CYB5	360	0.3889	Verified
YNL110C	NOP15	660	0.3621	Verified
YNL109W	YNL109W	543	0.3812	Uncharacterized
YNL108C	YNL108C	810	0.4099	Verified
YNL107W	YAF9	678	0.3687	Verified
YNL106C	INP52	3549	0.3953	Verified
YNL105W	RRT16	426	0.3662	Verified
YNL104C	LEU4	1857	0.4389	Verified
YNL103W-A	YNL103W-A	87	0.3448	Verified
YNL103W	MET4	2016	0.4102	Verified
YNL102W	POL1	4404	0.3762	Verified
YNL101W	AVT4	2139	0.3815	Verified
YNL100W	MIC27	702	0.3932	Verified
YNL099C	OCA1	714	0.4146	Verified
YNL098C	RAS2	966	0.4472	Verified
YNL097C-B	PLS1	120	0.4083	Verified
YNL097C	PHO23	990	0.4646	Verified
YNL097W-A	YNL097W-A	153	0.5163	Verified
YNL096C	RPS7B	570	0.4088	Verified
YNL095C	YNL095C	1926	0.4071	Uncharacterized
YNL094W	APP1	1761	0.4015	Verified
YNL093W	YPT53	660	0.4015	Verified
YNL092W	YNL092W	1200	0.4067	Verified
YNL091W	NST1	3720	0.3941	Verified
YNL090W	RHO2	576	0.4028	Verified
YNL089C	YNL089C	474	0.4008	Dubious
YNL088W	TOP2	4284	0.3604	Verified
YNL087W	TCB2	3534	0.3786	Verified
YNL086W	SNN1	306	0.4804	Verified
YNL085W	MKT1	2490	0.3639	Verified
YNL084C	END3	1047	0.3505	Verified
YNL083W	SAL1	1482	0.4035	Verified
YNL082W	PMS1	2619	0.3574	Verified
YNL081C	SWS2	429	0.4079	Verified
YNL080C	EOS1	1098	0.4344	Verified
YNL079C	TPM1	597	0.4405	Verified
YNL078W	NIS1	1221	0.4464	Verified
YNL077W	APJ1	1584	0.4129	Verified
YNL076W	MKS1	1752	0.3967	Verified
YNL075W	IMP4	870	0.392	Verified
YNL074C	MLF3	1356	0.427	Verified
YNL073W	MSK1	1728	0.4178	Verified
YNL072W	RNH201	921	0.4843	Verified
YNL071W	LAT1	1446	0.4544	Verified
YNL070W	TOM7	180	0.3556	Verified
YNL069C	RPL16B	594	0.431	Verified
YNL068C	FKH2	2586	0.408	Verified
YNL067W-A	YNL067W-A	144	0.3403	Dubious
YNL067W-B	YNL067W-B	138	0.3478	Uncharacterized
YNL067W	RPL9B	573	0.4136	Verified
YNL066W	SUN4	1260	0.4675	Verified
YNL065W	AQR1	1758	0.4033	Verified
YNL064C	YDJ1	1227	0.4148	Verified
YNL063W	MTQ1	942	0.4246	Verified
YNL062C	GCD10	1434	0.3828	Verified
YNL061W	NOP2	1854	0.4008	Verified
YNL059C	ARP5	2265	0.3859	Verified
YNL058C	YNL058C	948	0.4008	Uncharacterized
YNL057W	YNL057W	330	0.4424	Dubious
YNL056W	OCA2	591	0.4112	Verified
YNL055C	POR1	849	0.4535	Verified
YNL054W-A	YNL054W-A	1320	0.4068	
YNL054W-B	YNL054W-B	5247	0.3838	
YNL054W	VAC7	3495	0.3934	Verified
YNL053W	MSG5	1467	0.4213	Verified
YNL052W	COX5A	459	0.451	Verified
YNL051W	COG5	1209	0.3383	Verified
YNL050C	YNL050C	810	0.3815	Uncharacterized
YNL049C	SFB2	2628	0.3858	Verified
YNL048W	ALG11	1644	0.3644	Verified
YNL047C	SLM2	1968	0.3963	Verified
YNL046W	YNL046W	516	0.4593	Uncharacterized
YNL045W	LAP2	2013	0.4044	Verified
YNL044W	YIP3	528	0.3939	Verified
YNL043C	YNL043C	318	0.4119	Verified
YNL042W-B	YNL042W-B	255	0.4392	Uncharacterized
YNL042W	BOP3	1188	0.4074	Verified
YNL041C	COG6	2517	0.348	Verified
YNL040C-A	YNL040C-A	78	0.4103	Verified
YNL040W	YNL040W	1368	0.3918	Verified
YNL039W	BDP1	1782	0.3951	Verified
YNL038W	GPI15	687	0.3406	Verified
YNL037C	IDH1	1080	0.4361	Verified
YNL036W	NCE103	663	0.4087	Verified
YNL035C	YNL035C	1167	0.4002	Verified
YNL034W	YNL034W	1836	0.445	Verified
YNL033W	YNL033W	852	0.4507	Uncharacterized
YNL032W	SIW14	843	0.3903	Verified
YNL031C	HHT2	408	0.4191	Verified
YNL030W	HHF2	309	0.4272	Verified
YNL029C	KTR5	1566	0.4151	Verified
YNL028W	YNL028W	315	0.4032	Dubious
YNL027W	CRZ1	2034	0.3776	Verified
YNL026W	SAM50	1452	0.3822	Verified
YNL025C	SSN8	969	0.3746	Verified
YNL024C-A	KSH1	216	0.4028	Verified
YNL024C	EFM6	738	0.3997	Uncharacterized
YNL023C	FAP1	2895	0.4128	Verified
YNL022C	RCM1	1470	0.3952	Verified
YNL021W	HDA1	2118	0.3857	Verified
YNL020C	ARK1	1914	0.3945	Verified
YNL019C	YNL019C	852	0.4519	Uncharacterized
YNL018C	YNL018C	1836	0.4401	Verified
YNL017C	YNL017C	336	0.4583	Dubious
YNL016W	PUB1	1359	0.4172	Verified
YNL015W	PBI2	225	0.3956	Verified
YNL014W	HEF3	3132	0.402	Verified
YNL013C	YNL013C	375	0.3653	Verified
YNL012W	SPO1	1893	0.3587	Verified
YNL011C	YNL011C	1332	0.3679	Uncharacterized
YNL010W	PYP1	723	0.3804	Verified
YNL009W	IDP3	1260	0.3651	Verified
YNL008C	ASI3	2028	0.3545	Verified
YNL007C	SIS1	1056	0.4309	Verified
YNL006W	LST8	909	0.4257	Verified
YNL005C	MRP7	1113	0.381	Verified
YNL004W	HRB1	1362	0.4192	Verified
YNL003C	PET8	852	0.4249	Verified
YNL002C	RLP7	966	0.3592	Verified
YNL001W	DOM34	1158	0.348	Verified
YNR001C	CIT1	1437	0.3981	Verified
YNR001W-A	YNR001W-A	216	0.4074	Dubious
YNR002C	ATO2	846	0.4645	Verified
YNR003C	RPC34	951	0.4006	Verified
YNR003W-A	YNR003W-A	96	0.4583	Verified
YNR004W	SWM2	438	0.3493	Verified
YNR005C	YNR005C	402	0.3856	Dubious
YNR006W	VPS27	1866	0.4062	Verified
YNR007C	ATG3	930	0.3925	Verified
YNR008W	LRO1	1983	0.4231	Verified
YNR009W	NRM1	747	0.4244	Verified
YNR010W	CSE2	447	0.3781	Verified
YNR011C	PRP2	2628	0.3851	Verified
YNR012W	URK1	1503	0.3819	Verified
YNR013C	PHO91	2682	0.4206	Verified
YNR014W	YNR014W	636	0.5393	Uncharacterized
YNR015W	SMM1	1152	0.4766	Verified
YNR016C	ACC1	6699	0.4086	Verified
YNR017W	TIM23	666	0.494	Verified
YNR018W	RCF2	672	0.4747	Verified
YNR019W	ARE2	1926	0.4086	Verified
YNR020C	ATP23	810	0.4123	Verified
YNR021W	YNR021W	1212	0.3746	Uncharacterized
YNR022C	MRPL50	417	0.4029	Verified
YNR023W	SNF12	1698	0.3875	Verified
YNR024W	MPP6	558	0.3781	Verified
YNR025C	YNR025C	357	0.3529	Dubious
YNR026C	SEC12	1413	0.3992	Verified
YNR027W	BUD17	951	0.4395	Verified
YNR028W	CPR8	924	0.3929	Verified
YNR029C	ZNG1	1287	0.4025	Verified
YNR030W	ALG12	1653	0.3914	Verified
YNR031C	SSK2	4737	0.3785	Verified
YNR032W	PPG1	1104	0.423	Verified
YNR032C-A	HUB1	219	0.3881	Verified
YNR033W	ABZ1	2361	0.4185	Verified
YNR034W	SOL1	963	0.433	Verified
YNR034W-A	EGO4	294	0.4184	Verified
YNR035C	ARC35	1026	0.4201	Verified
YNR036C	MRPS12	459	0.4946	Verified
YNR037C	RSM19	273	0.4872	Verified
YNR038W	DBP6	1887	0.3853	Verified
YNR039C	ZRG17	1815	0.3939	Verified
YNR040W	MRX15	768	0.4492	Verified
YNR041C	COQ2	1116	0.4749	Verified
YNR042W	YNR042W	426	0.4906	Verified
YNR043W	MVD1	1188	0.4335	Verified
YNR044W	AGA1	2175	0.4179	Verified
YNR045W	PET494	1467	0.4172	Verified
YNR046W	TRM112	405	0.4815	Verified
YNR047W	FPK1	2679	0.4091	Verified
YNR048W	YNR048W	1179	0.4122	Verified
YNR049C	MSO1	630	0.4429	Verified
YNR050C	LYS9	1338	0.417	Verified
YNR051C	BRE5	1545	0.3968	Verified
YNR052C	POP2	1299	0.4419	Verified
YNR053C	NOG2	1458	0.4156	Verified
YNR054C	ESF2	948	0.4093	Verified
YNR055C	HOL1	1758	0.4266	Verified
YNR056C	BIO5	1683	0.404	Verified
YNR057C	BIO4	711	0.4599	Verified
YNR058W	BIO3	1440	0.4319	Verified
YNR059W	MNT4	1740	0.3839	Verified
YNR060W	FRE4	2157	0.3987	Verified
YNR061C	YNR061C	657	0.382	Verified
YNR062C	PUL3	981	0.4088	Verified
YNR063W	PUL4	1821	0.3712	Verified
YNR064C	YNR064C	870	0.4103	Verified
YNR065C	YNR065C	3348	0.3901	Uncharacterized
YNR066C	YNR066C	1308	0.3662	Uncharacterized
YNR067C	DSE4	3351	0.3888	Verified
YNR068C	YNR068C	816	0.3566	Uncharacterized
YNR069C	BSC5	1467	0.4001	Verified
YNR070W	PDR18	3999	0.3946	Verified
YNR071C	YNR071C	1026	0.4181	Uncharacterized
YNR072W	HXT17	1692	0.4178	Verified
YNR073C	MAN2	1506	0.4462	Verified
YNR074C	AIF1	1134	0.4021	Verified
YNR075W	COS10	1122	0.3966	Verified
YNR075C-A	YNR075C-A	90	0.4889	Uncharacterized
YNR076W	PAU6	360	0.4944	Verified
YNR077C	YNR077C	252	0.3571	Uncharacterized
YOL166W-A	YOL166W-A	153	0.3725	Uncharacterized
YOL166C	YOL166C	336	0.3482	Dubious
YOL165C	AAD15	429	0.4196	Verified
YOL164W-A	YOL164W-A	180	0.35	Uncharacterized
YOL164W	BDS1	1938	0.4432	Verified
YOL163W	YOL163W	507	0.4162	Uncharacterized
YOL162W	YOL162W	645	0.3783	Uncharacterized
YOL161C	PAU20	360	0.4972	Verified
YOL160W	YOL160W	339	0.3451	Uncharacterized
YOL159C-A	YOL159C-A	270	0.3519	Verified
YOL159C	CSS3	513	0.3548	Verified
YOL158C	ENB1	1818	0.4257	Verified
YOL157C	IMA2	1767	0.4278	Verified
YOL156W	HXT11	1701	0.4392	Verified
YOL155W-A	YOL155W-A	132	0.3788	Uncharacterized
YOL155C	HPF1	2901	0.4702	Verified
YOL154W	ZPS1	747	0.4203	Verified
YOL152W	FRE7	1860	0.3962	Verified
YOL151W	GRE2	1026	0.4172	Verified
YOL150C	YOL150C	309	0.343	Dubious
YOL149W	DCP1	693	0.3521	Verified
YOL148C	SPT20	1812	0.3979	Verified
YOL147C	PEX11	708	0.4379	Verified
YOL146W	PSF3	582	0.3918	Verified
YOL145C	CTR9	3231	0.3637	Verified
YOL144W	NOP8	1452	0.3767	Verified
YOL143C	RIB4	507	0.432	Verified
YOL142W	RRP40	720	0.4056	Verified
YOL141W	PPM2	2085	0.3823	Verified
YOL140W	ARG8	1269	0.4043	Verified
YOL139C	CDC33	639	0.4006	Verified
YOL138C	RTC1	4023	0.399	Verified
YOL137W	BSC6	1491	0.3816	Verified
YOL136C	PFK27	1191	0.3585	Verified
YOL135C	MED7	666	0.4505	Verified
YOL134C	YOL134C	387	0.3979	Verified
YOL133W	HRT1	363	0.4353	Verified
YOL132W	GAS4	1413	0.3808	Verified
YOL131W	YOL131W	324	0.4321	Uncharacterized
YOL130W	ALR1	2577	0.4179	Verified
YOL129W	VPS68	552	0.404	Verified
YOL128C	YGK3	1125	0.3902	Verified
YOL127W	RPL25	426	0.4178	Verified
YOL126C	MDH2	1131	0.4385	Verified
YOL125W	TRM13	1428	0.4118	Verified
YOL124C	TRM11	1299	0.3918	Verified
YOL123W	HRP1	1602	0.4139	Verified
YOL122C	SMF1	1725	0.393	Verified
YOL121C	RPS19A	432	0.4329	Verified
YOL120C	RPL18A	558	0.4391	Verified
YOL119C	MCH4	1503	0.4025	Verified
YOL118C	YOL118C	306	0.3824	Uncharacterized
YOL117W	RRI2	1935	0.3525	Verified
YOL116W	MSN1	1146	0.4058	Verified
YOL115W	PAP2	1752	0.383	Verified
YOL114C	PTH4	606	0.3861	Verified
YOL113W	SKM1	1965	0.3858	Verified
YOL112W	MSB4	1476	0.4099	Verified
YOL111C	MDY2	636	0.4591	Verified
YOL110W	SHR5	711	0.5527	Verified
YOL109W	ZEO1	339	0.4159	Verified
YOL108C	INO4	453	0.4084	Verified
YOL107W	YOL107W	1026	0.3577	Uncharacterized
YOL106W	YOL106W	351	0.3276	Dubious
YOL105C	WSC3	1668	0.4245	Verified
YOL104C	NDJ1	1056	0.3674	Verified
YOL103W-A	YOL103W-A	1320	0.4114	
YOL103W-B	YOL103W-B	5265	0.3842	
YOL103W	ITR2	1827	0.3952	Verified
YOL102C	TPT1	690	0.3783	Verified
YOL101C	IZH4	936	0.3451	Verified
YOL100W	PKH2	3243	0.3743	Verified
YOL099C	YOL099C	489	0.3517	Verified
YOL098C	SDD3	3111	0.3742	Verified
YOL097W-A	YOL097W-A	183	0.3989	Uncharacterized
YOL097C	WRS1	1296	0.4136	Verified
YOL096C	COQ3	936	0.4103	Verified
YOL095C	HMI1	2118	0.3626	Verified
YOL094C	RFC4	969	0.3953	Verified
YOL093W	TRM10	879	0.4289	Verified
YOL092W	YPQ1	924	0.3994	Verified
YOL091W	SPO21	1827	0.3366	Verified
YOL090W	MSH2	2892	0.3665	Verified
YOL089C	HAL9	3090	0.3583	Verified
YOL088C	MPD2	831	0.3815	Verified
YOL087C	DUF1	3348	0.3928	Verified
YOL086W-A	MHF1	270	0.463	Verified
YOL086C	ADH1	1044	0.4828	Verified
YOL085W-A	YOL085W-A	210	0.4952	Dubious
YOL085C	YOL085C	339	0.4956	Uncharacterized
YOL084W	PHM7	2973	0.4413	Verified
YOL083W	ATG34	1236	0.3722	Verified
YOL083C-A	YOL083C-A	138	0.3623	Dubious
YOL082W	ATG19	1245	0.4	Verified
YOL081W	IRA2	9237	0.3715	Verified
YOL080C	REX4	867	0.3818	Verified
YOL079W	YOL079W	396	0.3636	Dubious
YOL078W	AVO1	3528	0.3835	Verified
YOL077W-A	ATP19	204	0.402	Verified
YOL077C	BRX1	873	0.3723	Verified
YOL076W	MDM20	2388	0.3472	Verified
YOL075C	YOL075C	3882	0.382	Verified
YOL073C	DSC2	966	0.4513	Verified
YOL072W	THP1	1365	0.4147	Verified
YOL071W	SDH5	486	0.43	Verified
YOL070C	NBA1	1503	0.4318	Verified
YOL069W	NUF2	1353	0.3599	Verified
YOL068C	HST1	1509	0.3757	Verified
YOL067C	RTG1	531	0.5009	Verified
YOL066C	RIB2	1773	0.4382	Verified
YOL065C	INP54	1152	0.3863	Verified
YOL064C	MET22	1071	0.4071	Verified
YOL063C	CRT10	2871	0.3918	Verified
YOL062C	APM4	1473	0.4087	Verified
YOL061W	PRS5	1488	0.4328	Verified
YOL060C	MAM3	2118	0.4372	Verified
YOL059W	GPD2	1320	0.4523	Verified
YOL058W	ARG1	1260	0.4413	Verified
YOL057W	YOL057W	2133	0.3905	Verified
YOL056W	GPM3	909	0.4048	Verified
YOL055C	THI20	1653	0.3975	Verified
YOL054W	PSH1	1218	0.4253	Verified
YOL053W	AIM39	1185	0.4042	Verified
YOL052C-A	DDR2	183	0.4809	Verified
YOL052C	SPE2	1188	0.4335	Verified
YOL051W	GAL11	3243	0.4166	Verified
YOL050C	YOL050C	318	0.3742	Verified
YOL049W	GSH2	1473	0.3788	Verified
YOL048C	RRT8	1026	0.3782	Verified
YOL047C	LDS2	1068	0.4326	Verified
YOL046C	YOL046C	672	0.4152	Verified
YOL045W	PSK2	3303	0.3688	Verified
YOL044W	PEX15	1149	0.3699	Verified
YOL043C	NTG2	1140	0.393	Verified
YOL042W	NGL1	1089	0.3646	Verified
YOL041C	NOP12	1377	0.3646	Verified
YOL040C	RPS15	426	0.4507	Verified
YOL039W	RPP2A	318	0.4748	Verified
YOL038C-A	YOL038C-A	93	0.3763	Uncharacterized
YOL038W	PRE6	762	0.4593	Verified
YOL037C	YOL037C	351	0.4131	Uncharacterized
YOL036W	YOL036W	2283	0.4166	Uncharacterized
YOL035C	YOL035C	300	0.3867	Dubious
YOL034W	SMC5	3279	0.3651	Verified
YOL033W	MSE1	1608	0.3881	Verified
YOL032W	OPI10	738	0.4092	Verified
YOL031C	SIL1	1263	0.38	Verified
YOL030W	GAS5	1452	0.427	Verified
YOL029C	YOL029C	603	0.3897	Uncharacterized
YOL028C	YAP7	735	0.434	Verified
YOL027C	MDM38	1719	0.4159	Verified
YOL026C	MIM1	339	0.5103	Verified
YOL025W	LAG2	1980	0.3763	Verified
YOL024W	YOL024W	516	0.3605	Uncharacterized
YOL023W	IFM1	2028	0.3698	Verified
YOL022C	TSR4	1224	0.3913	Verified
YOL021C	DIS3	3003	0.4126	Verified
YOL020W	TAT2	1776	0.4392	Verified
YOL019W-A	YOL019W-A	150	0.4933	Uncharacterized
YOL019W	TOS7	1653	0.412	Verified
YOL018C	TLG2	1191	0.382	Verified
YOL017W	ESC8	2142	0.3768	Verified
YOL016C	CMK2	1341	0.4034	Verified
YOL015W	IRC10	1758	0.3635	Verified
YOL014W	YOL014W	372	0.414	Uncharacterized
YOL013W-B	YOL013W-B	288	0.2882	Dubious
YOL013W-A	YOL013W-A	189	0.4603	Dubious
YOL013C	HRD1	1653	0.3793	Verified
YOL012C	HTZ1	402	0.4328	Verified
YOL011W	PLB3	2058	0.413	Verified
YOL010W	RCL1	1101	0.4024	Verified
YOL009C	MDM12	813	0.3825	Verified
YOL008W	COQ10	621	0.3833	Verified
YOL007C	CSI2	1023	0.3959	Verified
YOL006C	TOP1	2307	0.3849	Verified
YOL005C	RPB11	360	0.5	Verified
YOL004W	SIN3	4608	0.4032	Verified
YOL003C	PFA4	1134	0.3907	Verified
YOL002C	IZH2	951	0.3712	Verified
YOL001W	PHO80	879	0.372	Verified
YOR001W	RRP6	2199	0.3847	Verified
YOR002W	ALG6	1632	0.3897	Verified
YOR003W	YSP3	1434	0.3989	Verified
YOR004W	UTP23	762	0.4003	Verified
YOR005C	DNL4	2832	0.375	Verified
YOR006C	TSR3	939	0.4143	Verified
YOR007C	SGT2	1038	0.4104	Verified
YOR008C	SLG1	1134	0.4436	Verified
YOR008C-A	YOR008C-A	222	0.3649	Uncharacterized
YOR008W-B	YOR008W-B	99	0.4646	Dubious
YOR009W	TIR4	1461	0.4716	Verified
YOR010C	TIR2	753	0.4714	Verified
YOR011W	AUS1	4182	0.3855	Verified
YOR011W-A	YOR011W-A	204	0.3137	Uncharacterized
YOR012W	YOR012W	411	0.4209	Uncharacterized
YOR013W	IRC11	468	0.4637	Uncharacterized
YOR014W	RTS1	2271	0.3769	Verified
YOR015W	YOR015W	357	0.3473	Uncharacterized
YOR016C	ERP4	621	0.3752	Verified
YOR017W	PET127	2400	0.3717	Verified
YOR018W	ROD1	2511	0.3879	Verified
YOR019W	YOR019W	2190	0.3644	Verified
YOR020C	HSP10	318	0.434	Verified
YOR020W-A	MCO10	270	0.4074	Verified
YOR021C	SFM1	639	0.3897	Verified
YOR022C	DDL1	2145	0.373	Verified
YOR023C	AHC1	1698	0.4258	Verified
YOR024W	YOR024W	321	0.4548	Dubious
YOR025W	HST3	1341	0.428	Verified
YOR026W	BUB3	1023	0.391	Verified
YOR027W	STI1	1767	0.4177	Verified
YOR028C	CIN5	885	0.3966	Verified
YOR029W	YOR029W	333	0.4414	Uncharacterized
YOR030W	DFG16	1857	0.357	Verified
YOR032C	HMS1	1302	0.3902	Verified
YOR032W-A	YOR032W-A	198	0.399	Uncharacterized
YOR033C	EXO1	2106	0.3837	Verified
YOR034C	AKR2	2247	0.3965	Verified
YOR034C-A	YOR034C-A	240	0.3792	Uncharacterized
YOR035C	SHE4	2367	0.3739	Verified
YOR036W	PEP12	864	0.3924	Verified
YOR037W	CYC2	1098	0.3816	Verified
YOR038C	HIR2	2625	0.3798	Verified
YOR039W	CKB2	774	0.385	Verified
YOR040W	GLO4	855	0.4175	Verified
YOR041C	YOR041C	429	0.4196	Uncharacterized
YOR042W	CUE5	1233	0.4453	Verified
YOR043W	WHI2	1458	0.3903	Verified
YOR044W	IRC23	471	0.3673	Verified
YOR045W	TOM6	183	0.4809	Verified
YOR046C	DBP5	1446	0.3769	Verified
YOR047C	STD1	1332	0.3844	Verified
YOR048C	RAT1	3018	0.3983	Verified
YOR049C	RSB1	1062	0.3983	Verified
YOR050C	YOR050C	345	0.5014	Dubious
YOR051C	ETT1	1236	0.3851	Verified
YOR052C	TMC1	450	0.4133	Verified
YOR053W	YOR053W	339	0.4513	Verified
YOR054C	VHS3	2022	0.4298	Verified
YOR055W	YOR055W	432	0.4537	Dubious
YOR056C	NOB1	1377	0.4212	Verified
YOR057W	SGT1	1185	0.3738	Verified
YOR058C	ASE1	2655	0.3525	Verified
YOR059C	LPL1	1350	0.38	Verified
YOR060C	SLD7	771	0.3995	Verified
YOR061W	CKA2	1017	0.3943	Verified
YOR062C	YOR062C	804	0.3943	Uncharacterized
YOR063W	RPL3	1161	0.4513	Verified
YOR064C	YNG1	657	0.4064	Verified
YOR065W	CYT1	927	0.4552	Verified
YOR066W	MSA1	1887	0.4266	Verified
YOR067C	ALG8	1731	0.3634	Verified
YOR069W	VPS5	2025	0.3956	Verified
YOR068C	VAM10	342	0.4181	Verified
YOR070C	GYP1	1911	0.4066	Verified
YOR071C	NRT1	1794	0.427	Verified
YOR072W	YOR072W	312	0.4487	Uncharacterized
YOR072W-A	YOR072W-A	246	0.5163	Uncharacterized
YOR072W-B	YOR072W-B	159	0.4088	Uncharacterized
YOR073W	SGO1	1770	0.3791	Verified
YOR074C	CDC21	912	0.398	Verified
YOR073W-A	YOR073W-A	231	0.4113	Verified
YOR075W	UFE1	1038	0.3401	Verified
YOR076C	SKI7	2241	0.3481	Verified
