systematic_name	common_name	ensembl_transcript	refseq_transcript	entrez_id	cds_length	gc_content
ENSG00000197111	PCBP2	ENST00000546463.6	NM_031989.5	5094	1086	0.5184
ENSG00000174738	NR1D2	ENST00000312521.9	NM_005126.5	9975	1737	0.4237
ENSG00000137522	RNF121	ENST00000361756.8	NM_018320.5	55298	981	0.5138
ENSG00000196378	ZNF34	ENST00000429371.7	NM_001286769.2	80778	1617	0.5182
ENSG00000203797	DDO	ENST00000368924.9	NM_001372108.2	8528	1023	0.5347
ENSG00000131966	ACTR10	ENST00000254286.9	NM_018477.3	55860	1251	0.4245
ENSG00000135604	STX11	ENST00000367568.5	NM_003764.4	8676	861	0.6249
ENSG00000124574	ABCC10	ENST00000372530.9	NM_001198934.2	89845	4476	0.6133
ENSG00000144648	ACKR2	ENST00000422265.6	NM_001296.5	1238	1152	0.5339
ENSG00000144040	SFXN5	ENST00000272433.7	NM_144579.3	94097	1020	0.5784
ENSG00000114544	SLC41A3	ENST00000360370.9	NM_017836.4	54946	1461	0.5715
ENSG00000175463	TBC1D10C	ENST00000542590.2	NM_001369496.1	374403	1338	0.6749
ENSG00000175893	ZDHHC21	ENST00000380916.9	NM_178566.6	340481	795	0.4176
ENSG00000171462	DLK2	ENST00000372488.8	NM_023932.4	65989	1149	0.6371
ENSG00000171723	GPHN	ENST00000478722.6	NM_020806.5	10243	2307	0.4742
ENSG00000104325	DECR1	ENST00000220764.7	NM_001359.2	1666	1005	0.4318
ENSG00000167085	PHB1	ENST00000300408.8	NM_002634.4	5245	816	0.5551
ENSG00000159387	IRX6	ENST00000290552.8	NM_024335.3	79190	1338	0.6143
ENSG00000198729	PPP1R14C	ENST00000361131.5	NM_030949.3	81706	495	0.5919
ENSG00000172159	FRMD3	ENST00000304195.8	NM_174938.6	257019	1791	0.4768
ENSG00000163141	BNIPL	ENST00000368931.8	NM_138278.4	149428	1071	0.5313
ENSG00000137207	YIPF3	ENST00000372422.7	NM_015388.4	25844	1050	0.5743
ENSG00000135372	NAT10	ENST00000257829.8	NM_024662.3	55226	3075	0.5086
ENSG00000103494	RPGRIP1L	ENST00000647211.2	NM_015272.5	23322	3945	0.4104
ENSG00000127831	VIL1	ENST00000248444.10	NM_007127.3	7429	2481	0.5671
ENSG00000148019	CEP78	ENST00000643273.2	NM_001330691.3	84131	2115	0.4492
ENSG00000189266	PNRC2	ENST00000334351.8	NM_017761.4	55629	417	0.4029
ENSG00000117481	NSUN4	ENST00000474844.6	NM_199044.4	387338	1152	0.5356
ENSG00000135801	TAF5L	ENST00000258281.7	NM_014409.4	27097	1767	0.528
ENSG00000135749	PCNX2	ENST00000258229.14	NM_014801.4	80003	6411	0.5152
ENSG00000141934	PLPP2	ENST00000434325.7	NM_003712.4	8612	864	0.5961
ENSG00000003989	SLC7A2	ENST00000494857.6	NM_001370338.1	6542	1974	0.4833
ENSG00000273611	ZNHIT3	ENST00000617429.5	NM_004773.4	9326	465	0.4602
ENSG00000021355	SERPINB1	ENST00000380739.6	NM_030666.4	1992	1137	0.4547
ENSG00000044090	CUL7	ENST00000265348.9	NM_014780.5	9820	5094	0.5895
ENSG00000083845	RPS5	ENST00000196551.8	NM_001009.4	6193	612	0.5768
ENSG00000163728	TTC14	ENST00000296015.9	NM_133462.4	151613	2310	0.3935
ENSG00000108523	RNF167	ENST00000262482.11	NM_015528.3	26001	1050	0.5629
ENSG00000089486	CDIP1	ENST00000567695.6	NM_013399.3	29965	624	0.625
ENSG00000163125	RPRD2	ENST00000369068.5	NM_015203.5	23248	4383	0.5081
ENSG00000137100	DCTN3	ENST00000259632.12	NM_007234.5	11258	558	0.5645
ENSG00000145979	TBC1D7	ENST00000379300.8	NM_016495.6	51256	879	0.4573
ENSG00000147905	ZCCHC7	ENST00000336755.10	NM_032226.3	84186	1629	0.426
ENSG00000105499	PLA2G4C	ENST00000599921.6	NM_003706.3	8605	1623	0.5194
ENSG00000198837	DENND4B	ENST00000361217.9	NM_014856.3	9909	4488	0.6194
ENSG00000149231	CCDC82	ENST00000646818.2	NM_024725.4	79780	1632	0.364
ENSG00000156973	PDE6D	ENST00000287600.9	NM_002601.4	5147	450	0.4667
ENSG00000108518	PFN1	ENST00000225655.6	NM_005022.4	5216	420	0.5738
ENSG00000127948	POR	ENST00000461988.6	NM_001395413.1	5447	2031	0.6091
ENSG00000119711	ALDH6A1	ENST00000553458.6	NM_005589.4	4329	1605	0.4854
ENSG00000185000	DGAT1	ENST00000528718.6	NM_012079.6	8694	1464	0.6175
ENSG00000071082	RPL31	ENST00000264258.8	NM_000993.5	6160	375	0.4747
ENSG00000108370	RGS9	ENST00000262406.10	NM_003835.4	8787	2022	0.548
ENSG00000075420	FNDC3B	ENST00000415807.7	NM_022763.4	64778	3612	0.4886
ENSG00000182885	ADGRG3	ENST00000333493.9	NM_170776.5	222487	1647	0.5786
ENSG00000115816	CEBPZ	ENST00000234170.10	NM_005760.3	10153	3162	0.3941
ENSG00000160688	FLAD1	ENST00000292180.8	NM_025207.5	80308	1761	0.5752
ENSG00000213903	LTB4R	ENST00000345363.8	NM_001143919.3	1241	1056	0.6553
ENSG00000167965	MLST8	ENST00000569417.6	NM_022372.6	64223	978	0.6125
ENSG00000129538	RNASE1	ENST00000397967.5	NM_002933.5	6035	468	0.562
ENSG00000206503	HLA-A	ENST00000376809.10	NM_002116.8	3105	1095	0.6384
ENSG00000187187	ZNF546	ENST00000347077.9	NM_178544.5	339327	2508	0.3979
ENSG00000165113	GKAP1	ENST00000376371.7	NM_025211.4	80318	1098	0.378
ENSG00000074276	CDHR2	ENST00000261944.10	NM_017675.6	54825	3930	0.5916
ENSG00000125691	RPL23	ENST00000479035.7	NM_000978.4	9349	420	0.4905
ENSG00000100479	POLE2	ENST00000216367.10	NM_002692.4	5427	1581	0.4067
ENSG00000169016	E2F6	ENST00000381525.8	NM_198256.4	1876	843	0.4496
ENSG00000149573	MPZL2	ENST00000278937.7	NM_005797.4	10205	645	0.5008
ENSG00000259494	MRPL46	ENST00000312475.5	NM_022163.4	26589	837	0.5305
ENSG00000143622	RIT1	ENST00000368323.8	NM_006912.6	6016	657	0.4734
ENSG00000129932	DOHH	ENST00000427575.6	NM_001145165.2	83475	906	0.7152
ENSG00000180921	FAM83H	ENST00000388913.4	NM_198488.5	286077	3537	0.6975
ENSG00000064763	FAR2	ENST00000536681.8	NM_001271783.2	55711	1545	0.4531
ENSG00000137804	NUSAP1	ENST00000559596.6	NM_016359.5	51203	1323	0.4528
ENSG00000109991	P2RX3	ENST00000263314.3	NM_002559.5	5024	1191	0.5466
ENSG00000126653	NSRP1	ENST00000247026.10	NM_032141.4	84081	1674	0.4211
ENSG00000142544	CTU1	ENST00000421832.3	NM_145232.4	90353	1044	0.7701
ENSG00000077782	FGFR1	ENST00000447712.7	NM_023110.3	2260	2466	0.5714
ENSG00000160325	CACFD1	ENST00000316948.9	NM_017586.5	11094	516	0.6298
ENSG00000105393	BABAM1	ENST00000598188.6	NM_014173.4	29086	987	0.5775
ENSG00000170421	KRT8	ENST00000692008.1	NM_002273.4	3856	1449	0.5942
ENSG00000097046	CDC7	ENST00000234626.11	NM_003503.4	8317	1722	0.4088
ENSG00000100906	NFKBIA	ENST00000216797.10	NM_020529.3	4792	951	0.592
ENSG00000107372	ZFAND5	ENST00000376962.10	NM_001102420.3	7763	639	0.4476
ENSG00000197324	LRP10	ENST00000359591.9	NM_014045.5	26020	2139	0.6199
ENSG00000177697	CD151	ENST00000397420.9	NM_004357.5	977	759	0.5889
ENSG00000151693	ASAP2	ENST00000281419.8	NM_003887.3	8853	3018	0.5232
ENSG00000108465	CDK5RAP3	ENST00000338399.9	NM_176096.3	80279	1518	0.5586
ENSG00000100650	SRSF5	ENST00000557154.6	NM_001320214.2	6430	816	0.4706
ENSG00000122729	ACO1	ENST00000309951.8	NM_002197.3	48	2667	0.4747
ENSG00000286019	NOTCH2NLB	ENST00000593495.4	NM_001364008.2	100996763	747	0.5288
ENSG00000173207	CKS1B	ENST00000308987.6	NM_001826.3	1163	237	0.4684
ENSG00000189127	ANKRD34B	ENST00000338682.8	NM_001004441.3	340120	1542	0.4429
ENSG00000138382	METTL5	ENST00000260953.10	NM_014168.4	29081	627	0.3828
ENSG00000163472	TMEM79	ENST00000405535.3	NM_032323.3	84283	1182	0.6261
ENSG00000156218	ADAMTSL3	ENST00000286744.10	NM_207517.3	57188	5073	0.5058
ENSG00000084070	SMAP2	ENST00000372718.8	NM_022733.3	64744	1287	0.5043
ENSG00000197822	OCLN	ENST00000396442.7	NM_001205254.2	100506658	1566	0.447
ENSG00000181982	CCDC149	ENST00000635206.3	NM_001395273.1	91050	1605	0.5234
ENSG00000164022	AIMP1	ENST00000672341.1	NM_001142416.2	9255	936	0.4167
ENSG00000115942	ORC2	ENST00000234296.7	NM_006190.5	4999	1731	0.3934
ENSG00000162736	NCSTN	ENST00000294785.10	NM_015331.3	23385	2127	0.5129
ENSG00000109118	PHF12	ENST00000332830.9	NM_001033561.2	57649	3012	0.5538
ENSG00000137807	KIF23	ENST00000679126.1	NM_001367805.3	9493	2922	0.4257
ENSG00000113749	HRH2	ENST00000636584.2	NM_001367711.1	3274	1266	0.5758
ENSG00000155506	LARP1	ENST00000518297.6	NM_033551.3	23367	3288	0.5693
ENSG00000140105	WARS1	ENST00000392882.7	NM_004184.4	7453	1413	0.5088
ENSG00000111057	KRT18	ENST00000388835.4	NM_000224.3	3875	1290	0.5837
ENSG00000108379	WNT3	ENST00000225512.6	NM_030753.5	7473	1065	0.6347
ENSG00000166313	APBB1	ENST00000609360.6	NM_001164.5	322	2130	0.6056
ENSG00000138798	EGF	ENST00000265171.10	NM_001963.6	1950	3621	0.4651
ENSG00000277791	PSMB3	ENST00000619426.5	NM_002795.4	5691	615	0.5496
ENSG00000037280	FLT4	ENST00000261937.11	NM_182925.5	2324	4089	0.6251
ENSG00000068097	HEATR6	ENST00000184956.11	NM_022070.5	63897	3543	0.4838
ENSG00000111142	METAP2	ENST00000323666.10	NM_006838.4	10988	1434	0.4205
ENSG00000105849	POLR1F	ENST00000222567.6	NM_001002926.2	221830	1014	0.4615
ENSG00000003147	ICA1	ENST00000402384.8	NM_001136020.3	3382	1449	0.4576
ENSG00000161091	MFSD12	ENST00000355415.7	NM_174983.5	126321	1440	0.6701
ENSG00000117016	RIMS3	ENST00000372684.8	NM_014747.3	9783	924	0.619
ENSG00000198885	ITPRIPL1	ENST00000439118.3	NM_001008949.3	150771	1665	0.5598
ENSG00000162994	CLHC1	ENST00000401408.6	NM_152385.4	130162	1758	0.3714
ENSG00000114120	SLC25A36	ENST00000324194.12	NM_001104647.3	55186	933	0.4266
ENSG00000143222	UFC1	ENST00000368003.6	NM_016406.4	51506	501	0.495
ENSG00000105325	FZR1	ENST00000441788.7	NM_016263.4	51343	1479	0.6288
ENSG00000171490	RSL1D1	ENST00000571133.6	NM_015659.3	26156	1470	0.4293
ENSG00000145246	ATP10D	ENST00000273859.8	NM_020453.4	57205	4278	0.4575
ENSG00000142867	BCL10	ENST00000648566.1	NM_003921.5	8915	699	0.4206
ENSG00000168393	DTYMK	ENST00000305784.7	NM_012145.4	1841	636	0.5818
ENSG00000163568	AIM2	ENST00000368130.9	NM_004833.3	9447	1029	0.4033
ENSG00000120647	CCDC77	ENST00000239830.9	NM_032358.4	84318	1464	0.4365
ENSG00000142784	WDTC1	ENST00000319394.8	NM_001276252.2	23038	2031	0.5736
ENSG00000073536	NLE1	ENST00000442241.9	NM_018096.5	54475	1455	0.6069
ENSG00000004534	RBM6	ENST00000266022.9	NM_005777.3	10180	3369	0.4806
ENSG00000164187	LMBRD2	ENST00000296603.5	NM_001007527.2	92255	2085	0.3842
ENSG00000157827	FMNL2	ENST00000288670.14	NM_052905.4	114793	3276	0.4466
ENSG00000063854	HAGH	ENST00000397356.8	NM_005326.6	3029	924	0.619
ENSG00000149182	ARFGAP2	ENST00000524782.6	NM_032389.6	84364	1563	0.5611
ENSG00000107738	VSIR	ENST00000394957.8	NM_022153.2	64115	933	0.6302
ENSG00000168785	TSPAN5	ENST00000305798.8	NM_005723.4	10098	804	0.4465
ENSG00000178776	C5orf46	ENST00000318315.5	NM_206966.3	389336	261	0.4904
ENSG00000153071	DAB2	ENST00000320816.11	NM_001343.4	1601	2310	0.4766
ENSG00000132382	MYBBP1A	ENST00000254718.9	NM_014520.4	10514	3984	0.6135
ENSG00000156398	SFXN2	ENST00000369893.10	NM_178858.6	118980	966	0.5476
ENSG00000066279	ASPM	ENST00000367409.9	NM_018136.5	259266	10431	0.369
ENSG00000167114	SLC27A4	ENST00000300456.5	NM_005094.4	10999	1929	0.6045
ENSG00000139155	SLCO1C1	ENST00000266509.7	NM_017435.5	53919	2136	0.4068
ENSG00000163644	PPM1K	ENST00000608933.6	NM_152542.5	152926	1116	0.4749
ENSG00000182511	FES	ENST00000328850.8	NM_002005.4	2242	2466	0.6188
ENSG00000196460	RFX8	ENST00000428343.6	NM_001145664.2	731220	1419	0.463
ENSG00000172116	CD8B	ENST00000390655.12	NM_004931.5	926	630	0.573
ENSG00000174808	BTC	ENST00000395743.8	NM_001729.4	685	534	0.4925
ENSG00000062485	CS	ENST00000351328.8	NM_004077.3	1431	1398	0.5079
ENSG00000109610	SOD3	ENST00000382120.4	NM_003102.4	6649	720	0.7361
ENSG00000103342	GSPT1	ENST00000434724.7	NM_002094.4	2935	1911	0.4914
ENSG00000002587	HS3ST1	ENST00000002596.6	NM_005114.4	9957	921	0.6037
ENSG00000100461	RBM23	ENST00000359890.8	NM_001077351.2	55147	1317	0.53
ENSG00000171509	RXFP1	ENST00000307765.10	NM_021634.4	59350	2271	0.3875
ENSG00000197142	ACSL5	ENST00000354655.9	NM_203379.2	51703	2049	0.4729
ENSG00000163170	BOLA3	ENST00000327428.10	NM_212552.3	388962	321	0.4922
ENSG00000183155	RABIF	ENST00000367262.4	NM_002871.5	5877	369	0.561
ENSG00000179456	ZBTB18	ENST00000358704.4	NM_205768.3	10472	1593	0.5405
ENSG00000097096	SYDE2	ENST00000341460.6	NM_032184.2	84144	3582	0.4551
ENSG00000152128	TMEM163	ENST00000281924.6	NM_030923.5	81615	867	0.5963
ENSG00000242485	MRPL20	ENST00000344843.12	NM_017971.4	55052	447	0.5302
ENSG00000132330	SCLY	ENST00000254663.12	NM_016510.7	51540	1335	0.5925
ENSG00000117450	PRDX1	ENST00000319248.13	NM_181697.3	5052	597	0.4606
ENSG00000124588	NQO2	ENST00000380455.11	NM_000904.6	4835	693	0.518
ENSG00000095261	PSMD5	ENST00000210313.8	NM_005047.4	5711	1512	0.4511
ENSG00000171606	ZNF274	ENST00000617501.5	NM_133502.3	10782	1959	0.5294
ENSG00000011258	MBTD1	ENST00000586178.6	NM_017643.3	54799	1884	0.4252
ENSG00000136861	CDK5RAP2	ENST00000349780.9	NM_018249.6	55755	5679	0.4798
ENSG00000148950	IMMP1L	ENST00000532287.6	NM_001304274.2	196294	498	0.3855
ENSG00000189280	GJB5	ENST00000338513.1	NM_005268.4	2709	819	0.5617
ENSG00000007968	E2F2	ENST00000361729.3	NM_004091.4	1870	1311	0.6262
ENSG00000120333	MRPS14	ENST00000476371.1	NM_022100.3	63931	384	0.5104
ENSG00000117597	UTP25	ENST00000491415.7	NM_014388.7	27042	2268	0.4687
ENSG00000145817	YIPF5	ENST00000274496.10	NM_030799.9	81555	771	0.4189
ENSG00000091073	DTX2	ENST00000430490.7	NM_001102594.3	113878	1866	0.6292
ENSG00000162882	HAAO	ENST00000294973.11	NM_012205.3	23498	858	0.6061
ENSG00000172803	SNX32	ENST00000308342.7	NM_152760.3	254122	1209	0.5806
ENSG00000178999	AURKB	ENST00000585124.6	NM_004217.4	9212	1032	0.5698
ENSG00000163558	PRKCI	ENST00000295797.5	NM_002740.6	5584	1788	0.4357
ENSG00000215217	CFAP90	ENST00000399810.7	NM_001089584.3	134121	441	0.576
ENSG00000103184	SEC14L5	ENST00000251170.12	NM_014692.2	9717	2088	0.6231
ENSG00000152092	ASTN1	ENST00000361833.7	NM_004319.3	460	3882	0.5639
ENSG00000150712	MTMR12	ENST00000382142.8	NM_001040446.3	54545	2241	0.4601
ENSG00000160593	JAML	ENST00000356289.10	NM_001098526.2	120425	1182	0.4865
ENSG00000256043	CTSO	ENST00000433477.4	NM_001334.3	1519	963	0.4673
ENSG00000172554	SNTG2	ENST00000308624.10	NM_018968.4	54221	1617	0.5337
ENSG00000105223	PLD3	ENST00000409735.9	NM_012268.4	23646	1470	0.6156
ENSG00000157350	ST3GAL2	ENST00000342907.3	NM_006927.4	6483	1050	0.6086
ENSG00000135472	FAIM2	ENST00000320634.8	NM_012306.4	23017	948	0.5643
ENSG00000164303	ENPP6	ENST00000296741.7	NM_153343.4	133121	1320	0.5333
ENSG00000152784	PRDM8	ENST00000415738.3	NM_001099403.2	56978	2067	0.656
ENSG00000196591	HDAC2	ENST00000519065.6	NM_001527.4	3066	1464	0.3934
ENSG00000213639	PPP1CB	ENST00000395366.3	NM_002709.3	5500	981	0.4179
ENSG00000070182	SPTB	ENST00000644917.1	NM_001355436.2	6710	6984	0.5896
ENSG00000150967	ABCB9	ENST00000280560.13	NM_019625.4	23457	2298	0.6197
ENSG00000169019	COMMD8	ENST00000381571.6	NM_017845.5	54951	549	0.4208
ENSG00000177842	ZNF620	ENST00000314529.10	NM_175888.4	253639	1266	0.4676
ENSG00000103245	CIAO3	ENST00000251588.7	NM_022493.3	64428	1428	0.6085
ENSG00000163950	SLBP	ENST00000489418.6	NM_006527.4	7884	810	0.5198
ENSG00000084072	PPIE	ENST00000324379.10	NM_006112.4	10450	903	0.505
ENSG00000145198	VWA5B2	ENST00000691901.1	NM_001390846.1	90113	3726	0.6645
ENSG00000113456	RAD1	ENST00000382038.7	NM_002853.4	5810	846	0.4007
ENSG00000126351	THRA	ENST00000450525.7	NM_199334.5	7067	1230	0.5683
ENSG00000198208	RPS6KL1	ENST00000557413.6	NM_031464.5	83694	1647	0.6345
ENSG00000138709	LARP1B	ENST00000326639.11	NM_018078.4	55132	2742	0.4044
ENSG00000031003	FAM13B	ENST00000689681.1	NM_001385994.1	51306	2811	0.4006
ENSG00000103194	USP10	ENST00000219473.12	NM_005153.3	9100	2394	0.4958
ENSG00000086827	ZW10	ENST00000200135.8	NM_004724.4	9183	2337	0.4258
ENSG00000116754	SRSF11	ENST00000370949.2	NM_001350605.2	9295	1452	0.4766
ENSG00000070495	JMJD6	ENST00000397625.9	NM_015167.3	23210	1209	0.5327
ENSG00000040933	INPP4A	ENST00000409851.8	NM_001134225.2	3631	2916	0.5494
ENSG00000164484	TMEM200A	ENST00000296978.4	NM_001258277.2	114801	1473	0.4549
ENSG00000146072	TNFRSF21	ENST00000296861.2	NM_014452.5	27242	1965	0.5567
ENSG00000167862	MRPL58	ENST00000301585.10	NM_001545.3	3396	618	0.5421
ENSG00000149452	SLC22A8	ENST00000336232.7	NM_004254.4	9376	1626	0.5744
ENSG00000112130	RNF8	ENST00000373479.9	NM_003958.4	9025	1455	0.4612
ENSG00000107819	SFXN3	ENST00000393459.6	NM_030971.6	81855	963	0.5722
ENSG00000185246	PRPF39	ENST00000355765.11	NM_017922.4	55015	2007	0.3737
ENSG00000176208	ATAD5	ENST00000321990.5	NM_024857.5	79915	5532	0.3619
ENSG00000091262	ABCC6	ENST00000205557.12	NM_001171.6	368	4509	0.6059
ENSG00000090376	IRAK3	ENST00000261233.9	NM_007199.3	11213	1788	0.439
ENSG00000136521	NDUFB5	ENST00000259037.8	NM_002492.4	4711	567	0.455
ENSG00000183605	SFXN4	ENST00000355697.7	NM_213649.2	119559	1011	0.4659
ENSG00000149091	DGKZ	ENST00000456247.7	NM_001199267.2	8525	2784	0.6307
ENSG00000131475	VPS25	ENST00000253794.7	NM_032353.4	84313	528	0.5492
ENSG00000157107	FCHO2	ENST00000430046.7	NM_138782.3	115548	2430	0.4062
ENSG00000096063	SRPK1	ENST00000373825.7	NM_003137.5	6732	1965	0.4372
ENSG00000010278	CD9	ENST00000009180.10	NM_001769.4	928	684	0.5117
ENSG00000198133	TMEM229B	ENST00000554480.6	NM_001348543.2	161145	501	0.6367
ENSG00000204237	OXLD1	ENST00000374741.4	NM_001039842.3	339229	441	0.6757
ENSG00000197157	SND1	ENST00000354725.8	NM_014390.4	27044	2730	0.5421
ENSG00000161960	EIF4A1	ENST00000293831.13	NM_001416.4	1973	1218	0.5041
ENSG00000205659	LIN52	ENST00000555028.7	NM_001024674.3	91750	336	0.4762
ENSG00000196372	ASB13	ENST00000357700.11	NM_024701.4	79754	834	0.6211
ENSG00000114491	UMPS	ENST00000232607.7	NM_000373.4	7372	1440	0.4729
ENSG00000139971	ARMH4	ENST00000267485.7	NM_001001872.4	145407	2322	0.4828
ENSG00000122952	ZWINT	ENST00000373944.8	NM_007057.4	11130	831	0.556
ENSG00000117862	TXNDC12	ENST00000371626.9	NM_015913.4	51060	516	0.4632
ENSG00000164331	ANKRA2	ENST00000296785.8	NM_023039.5	57763	939	0.4185
ENSG00000100591	AHSA1	ENST00000216479.8	NM_012111.3	10598	1014	0.4951
ENSG00000196418	ZNF124	ENST00000543802.3	NM_001297568.2	7678	1053	0.4245
ENSG00000158458	NRG2	ENST00000361474.6	NM_004883.3	9542	2550	0.6635
ENSG00000109618	SEPSECS	ENST00000382103.7	NM_016955.4	51091	1503	0.4331
ENSG00000100796	PPP4R3A	ENST00000554943.6	NM_001366432.2	55671	2499	0.401
ENSG00000186501	TMEM222	ENST00000374076.9	NM_032125.3	84065	624	0.601
ENSG00000144847	IGSF11	ENST00000393775.7	NM_001015887.3	152404	1293	0.5058
ENSG00000168575	SLC20A2	ENST00000520262.6	NM_001257180.2	6575	1956	0.5542
ENSG00000111726	CMAS	ENST00000229329.7	NM_018686.6	55907	1302	0.4555
ENSG00000087008	ACOX3	ENST00000356406.10	NM_003501.3	8310	2100	0.5633
ENSG00000165983	PTER	ENST00000535784.7	NM_001261836.2	9317	1047	0.4518
ENSG00000143674	MAP3K21	ENST00000366624.8	NM_032435.3	84451	3108	0.5711
ENSG00000048140	TSPAN17	ENST00000508164.6	NM_130465.5	26262	987	0.5745
ENSG00000144843	ADPRH	ENST00000357003.8	NM_001125.4	141	1071	0.5322
ENSG00000178691	SUZ12	ENST00000322652.10	NM_015355.4	23512	2217	0.4249
ENSG00000008405	CRY1	ENST00000008527.10	NM_004075.5	1407	1758	0.4516
ENSG00000114654	EFCC1	ENST00000683648.1	NM_001377500.1	79825	1797	0.6945
ENSG00000143545	RAB13	ENST00000368575.5	NM_002870.5	5872	609	0.5025
ENSG00000146410	MTFR2	ENST00000420702.6	NM_001099286.3	113115	1155	0.4043
ENSG00000120053	GOT1	ENST00000370508.7	NM_002079.3	2805	1239	0.523
ENSG00000154310	TNIK	ENST00000436636.7	NM_015028.4	23043	4080	0.4951
ENSG00000197935	ZNF311	ENST00000377179.4	NM_001382360.1	282890	1998	0.4655
ENSG00000171160	MORN4	ENST00000307450.11	NM_178832.4	118812	438	0.5068
ENSG00000118600	RXYLT1	ENST00000261234.11	NM_014254.3	10329	1329	0.4372
ENSG00000128923	MINDY2	ENST00000559228.6	NM_001040450.3	54629	1863	0.5212
ENSG00000108423	TUBD1	ENST00000325752.8	NM_016261.4	51174	1359	0.4187
ENSG00000145495	MARCHF6	ENST00000274140.10	NM_005885.4	10299	2730	0.4579
ENSG00000148377	IDI2	ENST00000277517.2	NM_033261.3	91734	681	0.5037
ENSG00000163159	VPS72	ENST00000368892.9	NM_005997.3	6944	1092	0.5559
ENSG00000112110	MRPL18	ENST00000367034.5	NM_014161.5	29074	540	0.5407
ENSG00000184601	C14orf180	ENST00000557649.6	NM_001008404.3	400258	480	0.6958
ENSG00000075826	SEC31B	ENST00000370345.8	NM_015490.4	25956	3537	0.5493
ENSG00000203778	FAM229B	ENST00000368656.7	NM_001033564.3	619208	240	0.5
ENSG00000084110	HAL	ENST00000261208.8	NM_002108.4	3034	1971	0.52
ENSG00000189077	TMEM120A	ENST00000493111.7	NM_031925.3	83862	1029	0.5743
ENSG00000204482	LST1	ENST00000438075.7	NM_205839.3	7940	291	0.5842
ENSG00000179627	ZBTB42	ENST00000342537.8	NM_001137601.3	100128927	1266	0.6643
ENSG00000186910	SERPINA11	ENST00000334708.4	NM_001080451.2	256394	1266	0.534
ENSG00000196110	ZNF699	ENST00000591998.6	NM_198535.3	374879	1926	0.4232
ENSG00000132718	SYT11	ENST00000368324.5	NM_152280.5	23208	1293	0.5375
ENSG00000166170	BAG5	ENST00000299204.6	NM_001015048.3	9529	1341	0.4474
ENSG00000181392	SYNE4	ENST00000324444.9	NM_001039876.3	163183	1212	0.6485
ENSG00000176473	WDR25	ENST00000402312.8	NM_001161476.3	79446	1632	0.5594
ENSG00000116761	CTH	ENST00000370938.8	NM_001902.6	1491	1215	0.4576
ENSG00000175445	LPL	ENST00000650287.1	NM_000237.3	4023	1425	0.4905
ENSG00000181350	LRRC75A	ENST00000470794.2	NM_001113567.3	388341	1032	0.6734
ENSG00000172057	ORMDL3	ENST00000304046.7	NM_139280.4	94103	459	0.5599
ENSG00000128891	CCDC32	ENST00000416810.7	NM_001080792.4	90416	555	0.5027
ENSG00000154518	ATP5MC3	ENST00000284727.9	NM_001689.5	518	426	0.4906
ENSG00000197555	SIPA1L1	ENST00000381232.8	NM_001386936.1	26037	5349	0.5029
ENSG00000132680	KHDC4	ENST00000368321.8	NM_014949.4	22889	1842	0.5081
ENSG00000188283	ZNF383	ENST00000684119.1	NM_001387601.1	163087	1425	0.4042
ENSG00000167702	KIFC2	ENST00000645548.2	NM_001369769.2	90990	2373	0.6898
ENSG00000124641	MED20	ENST00000265350.9	NM_004275.5	9477	636	0.5519
ENSG00000277639	CHD9NB	ENST00000619363.3	NM_001396020.1	105371267	156	0.6218
ENSG00000166454	ATMIN	ENST00000299575.5	NM_015251.3	23300	2469	0.4929
ENSG00000187514	PTMA	ENST00000409115.8	NM_002823.5	5757	330	0.5182
ENSG00000108256	NUFIP2	ENST00000225388.9	NM_020772.3	57532	2085	0.4494
ENSG00000170852	KBTBD2	ENST00000304056.9	NM_015483.3	25948	1869	0.4179
ENSG00000166557	TMED3	ENST00000299705.10	NM_007364.4	23423	651	0.5745
ENSG00000213066	CEP43	ENST00000366847.9	NM_007045.4	11116	1197	0.4486
ENSG00000283632	EXOC3L2	ENST00000413988.3	NM_001382422.1	90332	2406	0.7032
ENSG00000129925	PGAP6	ENST00000431232.7	NM_021259.3	58986	2313	0.6476
ENSG00000108510	MED13	ENST00000397786.7	NM_005121.3	9969	6522	0.4239
ENSG00000169857	AVEN	ENST00000306730.8	NM_020371.3	57099	1086	0.5599
ENSG00000176209	SMIM19	ENST00000417410.7	NM_001135674.2	114926	321	0.4143
ENSG00000254004	ZNF260	ENST00000523638.6	NM_001166037.2	339324	1236	0.3924
ENSG00000140400	MAN2C1	ENST00000267978.10	NM_006715.4	4123	3120	0.6131
ENSG00000158825	CDA	ENST00000375071.4	NM_001785.3	978	438	0.5662
ENSG00000107625	DDX50	ENST00000373585.8	NM_024045.2	79009	2211	0.4229
ENSG00000123146	ADGRE5	ENST00000242786.6	NM_078481.4	976	2505	0.5824
ENSG00000122515	ZMIZ2	ENST00000309315.9	NM_031449.4	83637	2760	0.6308
ENSG00000132692	BCAN	ENST00000329117.10	NM_021948.5	63827	2733	0.625
ENSG00000056097	ZFR	ENST00000265069.13	NM_016107.5	51663	3222	0.4612
ENSG00000125319	HROB	ENST00000585683.6	NM_001171251.3	78995	1938	0.5573
ENSG00000165392	WRN	ENST00000298139.7	NM_000553.6	7486	4296	0.3985
ENSG00000096093	EFHC1	ENST00000371068.11	NM_018100.4	114327	1920	0.4411
