systematic_name	common_name	ensembl_transcript	cds_length	gc_content
ENSMUSG00000070377	Or1a1b	ENSMUST00000205664	939	0.4952
ENSMUSG00000042265	Trem1	ENSMUST00000048782	690	0.4884
ENSMUSG00000005506	Celf1	ENSMUST00000005643	1539	0.4951
ENSMUSG00000070375	Or1p1c	ENSMUST00000217016	969	0.5088
ENSMUSG00000041754	Trem3	ENSMUST00000048065	549	0.5319
ENSMUSG00000070374	Or1p1	ENSMUST00000143976	969	0.5088
ENSMUSG00000029551	Psmg3	ENSMUST00000031531	366	0.5519
ENSMUSG00000051682	Treml4	ENSMUST00000154335	792	0.529
ENSMUSG00000029213	Commd8	ENSMUST00000013693	549	0.4809
ENSMUSG00000063116	Or3a1	ENSMUST00000213831	945	0.5026
ENSMUSG00000054406	Or3a1d	ENSMUST00000214769	945	0.5323
ENSMUSG00000058275	Or1d2	ENSMUST00000216362	936	0.5064
ENSMUSG00000018924	Alox15	ENSMUST00000019068	1989	0.5425
ENSMUSG00000003299	Mrpl4	ENSMUST00000003386	882	0.5998
ENSMUSG00000003423	Pih1d1	ENSMUST00000210139	870	0.5713
ENSMUSG00000032690	Oas2	ENSMUST00000081491	2253	0.5011
ENSMUSG00000048617	Rtbdn	ENSMUST00000067472	741	0.6005
ENSMUSG00000018921	Pelp1	ENSMUST00000019065	3369	0.5744
ENSMUSG00000032661	Oas3	ENSMUST00000044833	3414	0.5803
ENSMUSG00000052926	Rnaseh2a	ENSMUST00000109738	903	0.5559
ENSMUSG00000071068	Treml2	ENSMUST00000233092	987	0.536
ENSMUSG00000037405	Icam1	ENSMUST00000086399	1611	0.5754
ENSMUSG00000043740	Trem6l	ENSMUST00000049614	867	0.5179
ENSMUSG00000066196	Spag8	ENSMUST00000084646	1410	0.5645
ENSMUSG00000060216	Arrb2	ENSMUST00000108568	1263	0.5558
ENSMUSG00000066867	Oas1e	ENSMUST00000201172	1158	0.5147
ENSMUSG00000070570	Slc17a7	ENSMUST00000209634	1755	0.5846
ENSMUSG00000023992	Trem2	ENSMUST00000113237	747	0.5957
ENSMUSG00000028470	Hint2	ENSMUST00000030192	489	0.591
ENSMUSG00000001166	Oas1c	ENSMUST00000117193	1086	0.5074
ENSMUSG00000001014	Icam4	ENSMUST00000001040	786	0.5941
ENSMUSG00000043633	Fam221b	ENSMUST00000056474	1461	0.514
ENSMUSG00000032174	Icam5	ENSMUST00000019616	2751	0.635
ENSMUSG00000023993	Treml1	ENSMUST00000224001	966	0.5859
ENSMUSG00000111184	Gm49661	ENSMUST00000214133	336	0.5893
ENSMUSG00000005161	Prdx2	ENSMUST00000109734	594	0.5438
ENSMUSG00000078716	Tmem8b	ENSMUST00000107866	2793	0.5965
ENSMUSG00000095276	Gfy	ENSMUST00000179443	1512	0.5847
ENSMUSG00000029658	Wdr95	ENSMUST00000202902	2352	0.5349
ENSMUSG00000079681	Zglp1	ENSMUST00000115494	798	0.5852
ENSMUSG00000038300	Pth2	ENSMUST00000210086	339	0.6726
ENSMUSG00000038292	Kash5	ENSMUST00000121017	1944	0.5967
ENSMUSG00000111497	Gm38431	ENSMUST00000217359	2244	0.623
ENSMUSG00000023994	Nfya	ENSMUST00000046719	1041	0.5427
ENSMUSG00000079677	Fdx2	ENSMUST00000010348	522	0.6437
ENSMUSG00000006095	Tbcb	ENSMUST00000006254	732	0.5492
ENSMUSG00000052837	Junb	ENSMUST00000064922	1032	0.6483
ENSMUSG00000010205	Raver1	ENSMUST00000115487	2244	0.623
ENSMUSG00000052566	Hook2	ENSMUST00000064495	2148	0.5824
ENSMUSG00000019738	Polr2i	ENSMUST00000019882	375	0.5787
ENSMUSG00000050215	Or13e8	ENSMUST00000055545	948	0.5411
ENSMUSG00000046450	Or13j1	ENSMUST00000217544	936	0.5759
ENSMUSG00000029657	Hsph1	ENSMUST00000201452	2574	0.4681
ENSMUSG00000028457	Atp8b5	ENSMUST00000107942	3549	0.4892
ENSMUSG00000032175	Tyk2	ENSMUST00000001036	3621	0.5835
ENSMUSG00000100512	Ovol3	ENSMUST00000189482	567	0.6138
ENSMUSG00000037020	Wdr62	ENSMUST00000108190	4572	0.5634
ENSMUSG00000018923	Med11	ENSMUST00000151013	381	0.5984
ENSMUSG00000040829	Zmynd15	ENSMUST00000039093	2208	0.5883
ENSMUSG00000002104	Rapsn	ENSMUST00000050323	1236	0.5874
ENSMUSG00000035969	Rusc2	ENSMUST00000035645	4545	0.6198
ENSMUSG00000068264	Ap5s1	ENSMUST00000089506	744	0.5766
ENSMUSG00000040771	Oard1	ENSMUST00000167180	456	0.4561
ENSMUSG00000062825	Actg1	ENSMUST00000071555	1125	0.5556
ENSMUSG00000040694	Apobec2	ENSMUST00000046549	672	0.5491
ENSMUSG00000037523	Mavs	ENSMUST00000041362	1509	0.5533
ENSMUSG00000052819	Best2	ENSMUST00000209322	1524	0.5873
ENSMUSG00000023995	Tspo2	ENSMUST00000024794	486	0.5761
ENSMUSG00000043592	Unc5cl	ENSMUST00000074574	1554	0.5927
ENSMUSG00000013921	Clip3	ENSMUST00000014065	1641	0.5832
ENSMUSG00000019471	Cdc37	ENSMUST00000019615	1137	0.5682
ENSMUSG00000025380	Fscn2	ENSMUST00000026445	1476	0.5921
ENSMUSG00000051950	B3glct	ENSMUST00000100404	1467	0.499
ENSMUSG00000025384	Faap100	ENSMUST00000026448	2637	0.6094
ENSMUSG00000052456	Get3	ENSMUST00000064314	1044	0.5546
ENSMUSG00000042831	Alkbh6	ENSMUST00000060834	714	0.5994
ENSMUSG00000032177	Pde4a	ENSMUST00000039413	2532	0.592
ENSMUSG00000041203	Trir	ENSMUST00000047281	519	0.6474
ENSMUSG00000031691	Tnpo2	ENSMUST00000093360	2691	0.5489
ENSMUSG00000029279	Brdt	ENSMUST00000031215	2868	0.4787
ENSMUSG00000039691	Tspan10	ENSMUST00000044105	996	0.5793
ENSMUSG00000025386	Pde6g	ENSMUST00000026452	261	0.567
ENSMUSG00000019737	Syne4	ENSMUST00000054594	1164	0.6065
ENSMUSG00000039670	Oxld1	ENSMUST00000044007	603	0.6219
ENSMUSG00000049957	Ccdc137	ENSMUST00000058370	870	0.5736
ENSMUSG00000033805	Ephx4	ENSMUST00000049146	1077	0.4977
ENSMUSG00000048911	Rnf24	ENSMUST00000059372	444	0.4482
ENSMUSG00000033794	Lpcat2b	ENSMUST00000166599	1548	0.4839
ENSMUSG00000042788	Cimip2b	ENSMUST00000052829	1137	0.5699
ENSMUSG00000057594	Arl16	ENSMUST00000076921	519	0.5337
ENSMUSG00000111375	Btbd8	ENSMUST00000211896	5253	0.4696
ENSMUSG00000003308	Keap1	ENSMUST00000194542	1872	0.6079
ENSMUSG00000074211	Sdhaf1	ENSMUST00000098586	354	0.7034
ENSMUSG00000036957	Lrfn3	ENSMUST00000046351	1878	0.6384
ENSMUSG00000030579	Tyrobp	ENSMUST00000032800	342	0.5556
ENSMUSG00000028458	Tesk1	ENSMUST00000060864	1881	0.6316
ENSMUSG00000025793	Hgs	ENSMUST00000106203	2328	0.5863
ENSMUSG00000027403	Tgm6	ENSMUST00000028888	2118	0.5623
ENSMUSG00000064109	Hcst	ENSMUST00000075062	237	0.5823
ENSMUSG00000089798	1700028K03Rik	ENSMUST00000239050	558	0.414
ENSMUSG00000008167	Fbxw9	ENSMUST00000095220	1374	0.6012
ENSMUSG00000045087	S1pr5	ENSMUST00000122088	1200	0.665
ENSMUSG00000036931	Nfkbid	ENSMUST00000108175	981	0.6096
ENSMUSG00000002820	Atg4d	ENSMUST00000065005	1422	0.5999
ENSMUSG00000028459	Cd72	ENSMUST00000030179	1083	0.5309
ENSMUSG00000027404	Snrpb	ENSMUST00000103199	693	0.6017
ENSMUSG00000095845	Gng14	ENSMUST00000177563	216	0.5602
ENSMUSG00000093803	Ppp2r3d	ENSMUST00000239563	1575	0.6527
ENSMUSG00000067010	Vmn2r10	ENSMUST00000079163	2541	0.4026
ENSMUSG00000006651	Aplp1	ENSMUST00000006828	1962	0.6106
ENSMUSG00000060038	Dhps	ENSMUST00000078665	1107	0.5565
ENSMUSG00000060332	Tmc2	ENSMUST00000077988	2664	0.5068
ENSMUSG00000091450	Vmn2r11	ENSMUST00000164875	2583	0.4053
ENSMUSG00000032023	Jhy	ENSMUST00000034521	2310	0.4883
ENSMUSG00000090688	Vmn2r12	ENSMUST00000095922	2493	0.4112
ENSMUSG00000032021	Crtam	ENSMUST00000180384	1179	0.4996
ENSMUSG00000091375	Vmn2r15	ENSMUST00000167133	2565	0.4039
ENSMUSG00000027405	Nop56	ENSMUST00000103198	1740	0.5006
ENSMUSG00000005150	Wdr83	ENSMUST00000093357	945	0.5767
ENSMUSG00000092080	Vmn2r16	ENSMUST00000232912	2691	0.4013
ENSMUSG00000039640	Mrpl12	ENSMUST00000043627	603	0.597
ENSMUSG00000036915	Kirrel2	ENSMUST00000045817	2100	0.5995
ENSMUSG00000091794	Vmn2r18	ENSMUST00000233599	2613	0.4122
ENSMUSG00000032020	Ubash3b	ENSMUST00000044155	1914	0.5355
ENSMUSG00000025792	Slc25a10	ENSMUST00000026899	861	0.583
ENSMUSG00000029363	Rfc5	ENSMUST00000086461	1017	0.5241
ENSMUSG00000028460	Sit1	ENSMUST00000030180	540	0.6
ENSMUSG00000059355	Wdr83os	ENSMUST00000079764	318	0.5314
ENSMUSG00000028461	Ccdc107	ENSMUST00000107922	801	0.5743
ENSMUSG00000005142	Man2b1	ENSMUST00000034121	3039	0.5449
ENSMUSG00000061578	Ksr2	ENSMUST00000180430	2853	0.5741
ENSMUSG00000025127	Gcgr	ENSMUST00000026119	1455	0.5704
ENSMUSG00000006649	Nphs1	ENSMUST00000006825	3768	0.5884
ENSMUSG00000027951	Adar	ENSMUST00000107405	3534	0.539
ENSMUSG00000051517	Arhgef39	ENSMUST00000054538	1032	0.5872
ENSMUSG00000049313	Sorl1	ENSMUST00000060989	6645	0.5397
ENSMUSG00000039703	Nploc4	ENSMUST00000044271	1824	0.511
ENSMUSG00000120992	D17H6S56E-5	ENSMUST00000320468	1863	0.4933
ENSMUSG00000027406	Idh3b	ENSMUST00000028892	1152	0.5321
ENSMUSG00000028463	Car9	ENSMUST00000030183	1311	0.5774
ENSMUSG00000032018	Sc5d	ENSMUST00000052725	897	0.4426
ENSMUSG00000052525	Spdya	ENSMUST00000167641	930	0.4161
ENSMUSG00000037373	Ctbp1	ENSMUST00000079746	1323	0.5888
ENSMUSG00000074194	Zfp791	ENSMUST00000211109	1584	0.4811
ENSMUSG00000062687	Cks1brt	ENSMUST00000211617	288	0.5069
ENSMUSG00000051952	Or7c19	ENSMUST00000218663	936	0.4679
ENSMUSG00001074846	Iqcf3	ENSMUST00010181659	834	0.4712
ENSMUSG00000027593	Raly	ENSMUST00000116389	936	0.5459
ENSMUSG00000105298	Cldn25	ENSMUST00000197641	690	0.5522
ENSMUSG00000028464	Tpm2	ENSMUST00000030184	852	0.5469
ENSMUSG00000054836	Elp6	ENSMUST00000199592	798	0.5602
ENSMUSG00000036892	Prodh2	ENSMUST00000058280	1368	0.6023
ENSMUSG00000041057	Wdr43	ENSMUST00000047086	2031	0.4633
ENSMUSG00000047798	Cd300lf	ENSMUST00000106561	1011	0.5401
ENSMUSG00000032485	Scap	ENSMUST00000098350	3828	0.5906
ENSMUSG00000062132	Arhgap33os	ENSMUST00000238768	2001	0.6157
ENSMUSG00000036882	Arhgap33	ENSMUST00000044338	3915	0.6153
ENSMUSG00000028465	Tln1	ENSMUST00000030187	7623	0.5642
ENSMUSG00000053094	Tmem248	ENSMUST00000065329	942	0.5223
ENSMUSG00000020733	Nherf1	ENSMUST00000021077	1065	0.6113
ENSMUSG00000036057	Ptpn23	ENSMUST00000040021	5076	0.5825
ENSMUSG00000090509	Sfta2	ENSMUST00000171166	231	0.5455
ENSMUSG00000015542	Nat9	ENSMUST00000103038	723	0.5546
ENSMUSG00000025337	Sbds	ENSMUST00000026387	750	0.4987
ENSMUSG00000056310	Tyw1	ENSMUST00000040213	2163	0.5437
ENSMUSG00000027940	Tpm3	ENSMUST00000121503	855	0.4924
ENSMUSG00000032484	Ngp	ENSMUST00000035061	501	0.493
ENSMUSG00000040061	Plcb2	ENSMUST00000102524	3543	0.5428
ENSMUSG00000054792	Klhl18	ENSMUST00000198164	1737	0.5723
ENSMUSG00000036214	Polr1has	ENSMUST00000209623	1086	0.4484
ENSMUSG00000056938	Acbd4	ENSMUST00000107040	861	0.597
ENSMUSG00000036864	Proser3	ENSMUST00000215288	1980	0.5874
ENSMUSG00000026380	Tfcp2l1	ENSMUST00000027629	1437	0.5324
ENSMUSG00000032489	Kif9	ENSMUST00000061155	2430	0.4947
ENSMUSG00000034118	Tpst1	ENSMUST00000118993	1110	0.5027
ENSMUSG00000036854	Hspb6	ENSMUST00000044048	486	0.6132
ENSMUSG00000026437	Cdk18	ENSMUST00000027697	1353	0.5706
ENSMUSG00000036644	Tbc1d9b	ENSMUST00000101270	3789	0.5709
ENSMUSG00000041453	Rpl21	ENSMUST00000035983	480	0.5
ENSMUSG00000028971	Cort	ENSMUST00000030815	327	0.6483
ENSMUSG00000036845	Lin37	ENSMUST00000043975	738	0.5596
ENSMUSG00000073705	Cenps	ENSMUST00000030813	426	0.5258
ENSMUSG00000086848	Lce6a	ENSMUST00000138403	243	0.4774
ENSMUSG00000057609	Lce1a1	ENSMUST00000074142	429	0.6294
ENSMUSG00000027923	Lce1b	ENSMUST00000029531	411	0.635
ENSMUSG00000042429	Adora1	ENSMUST00000086465	978	0.5562
ENSMUSG00000068890	Lce1a2	ENSMUST00000029530	447	0.6331
ENSMUSG00000025739	Gng13	ENSMUST00000172002	201	0.5373
ENSMUSG00000036835	Psenen	ENSMUST00000207747	303	0.5413
ENSMUSG00000042092	Lce1c	ENSMUST00000047055	441	0.6349
ENSMUSG00000103243	Lce1d	ENSMUST00000029524	399	0.6316
ENSMUSG00000028961	Pgd	ENSMUST00000084124	1449	0.5355
ENSMUSG00000068889	Lce1e	ENSMUST00000090867	429	0.6247
ENSMUSG00000003051	Elf3	ENSMUST00000003135	1173	0.5652
ENSMUSG00000042124	Lce1f	ENSMUST00000047153	441	0.6304
ENSMUSG00000013236	Ptprs	ENSMUST00000067538	5721	0.6095
ENSMUSG00000103084	Gm38119	ENSMUST00000192027	438	0.6164
ENSMUSG00000027919	Lce1g	ENSMUST00000029527	417	0.6307
ENSMUSG00000074918	Inafm2	ENSMUST00000149978	456	0.7368
ENSMUSG00000078765	U2af1l4	ENSMUST00000043273	660	0.547
ENSMUSG00000049593	Lce1h	ENSMUST00000051521	420	0.6405
ENSMUSG00000045838	Ccdc9b	ENSMUST00000059997	1500	0.5913
ENSMUSG00000068888	Lce1i	ENSMUST00000090866	447	0.6443
ENSMUSG00000068887	Lce1j	ENSMUST00000186525	417	0.6307
ENSMUSG00000095870	Lce1k	ENSMUST00000179917	375	0.6133
ENSMUSG00000059832	Kprp	ENSMUST00000072363	1971	0.5627
ENSMUSG00000046676	Lce1l	ENSMUST00000054426	405	0.6123
ENSMUSG00000090314	Kplce	ENSMUST00000163439	840	0.556
ENSMUSG00000054325	Lce3a	ENSMUST00000067318	294	0.6327
ENSMUSG00000042031	Lce3b	ENSMUST00000046234	294	0.6293
ENSMUSG00000040035	Disp2	ENSMUST00000037547	4035	0.57
ENSMUSG00000063077	Kif1b	ENSMUST00000238956	5649	0.5026
ENSMUSG00000041926	Rnpep	ENSMUST00000077340	1950	0.5672
ENSMUSG00000045475	Lce3c	ENSMUST00000055375	294	0.6429
ENSMUSG00000043472	Lce3d	ENSMUST00000059053	294	0.6395
ENSMUSG00000074433	Lce3e	ENSMUST00000098886	294	0.6395
ENSMUSG00000068885	Lce3f	ENSMUST00000090863	294	0.6429
ENSMUSG00000020381	Mrnip	ENSMUST00000020647	1005	0.5552
ENSMUSG00000044791	Setd2	ENSMUST00000153838	7611	0.4391
ENSMUSG00000027913	Crct1	ENSMUST00000029521	306	0.6765
ENSMUSG00000027912	Lce1m	ENSMUST00000029520	546	0.6502
ENSMUSG00000042240	Crybb2	ENSMUST00000112336	615	0.5951
ENSMUSG00000096879	Tdpoz8	ENSMUST00000195847	954	0.4769
ENSMUSG00000015837	Sqstm1	ENSMUST00000102774	1326	0.5814
ENSMUSG00000078657	Crnn	ENSMUST00000107300	1560	0.5006
ENSMUSG00000029352	Crybb3	ENSMUST00000076069	633	0.6272
ENSMUSG00000049133	Flg2	ENSMUST00000194707	20124	0.5682
ENSMUSG00000027331	Knstrn	ENSMUST00000134661	936	0.5321
ENSMUSG00000062580	Timm17a	ENSMUST00000081104	513	0.5224
ENSMUSG00000041991	Hrnr	ENSMUST00000093774	10233	0.4985
ENSMUSG00000036620	Mgat4b	ENSMUST00000041725	1644	0.5657
ENSMUSG00000041984	Rptn	ENSMUST00000045912	3354	0.4854
ENSMUSG00000048096	Lmod1	ENSMUST00000059352	1785	0.5518
ENSMUSG00000052415	Tchh	ENSMUST00000064257	4797	0.601
ENSMUSG00000027908	Tchhl1	ENSMUST00000029516	1914	0.4692
ENSMUSG00000041889	Shisa4	ENSMUST00000041240	591	0.6058
ENSMUSG00000051339	2900026A02Rik	ENSMUST00000211733	5301	0.5946
ENSMUSG00000041879	Ipo9	ENSMUST00000041023	3120	0.5212
ENSMUSG00000028093	Acp6	ENSMUST00000090759	1254	0.5391
ENSMUSG00000020377	Ltc4s	ENSMUST00000102772	450	0.6267
ENSMUSG00000032491	Nradd	ENSMUST00000035069	684	0.5819
ENSMUSG00000066964	Lhfpl7	ENSMUST00000086615	585	0.5812
ENSMUSG00000050567	Maml1	ENSMUST00000059458	3060	0.6036
ENSMUSG00000042216	Sgsm1	ENSMUST00000048112	3279	0.5797
ENSMUSG00000038256	Bcl9	ENSMUST00000046521	4275	0.5733
ENSMUSG00000027332	Ivd	ENSMUST00000028807	1272	0.5456
ENSMUSG00000056724	Nbeal2	ENSMUST00000167320	8250	0.5954
ENSMUSG00000020368	Canx	ENSMUST00000179865	1773	0.4535
ENSMUSG00000009418	Nav1	ENSMUST00000190298	6294	0.5785
ENSMUSG00000027377	Mall	ENSMUST00000028856	462	0.5584
ENSMUSG00000051319	Mtln	ENSMUST00000135091	168	0.619
ENSMUSG00000027379	Bub1	ENSMUST00000028858	3177	0.4076
ENSMUSG00000050087	Cby3	ENSMUST00000052596	420	0.631
ENSMUSG00000007850	Hnrnph1	ENSMUST00000077817	1416	0.4725
ENSMUSG00000027995	Tlr2	ENSMUST00000029623	2352	0.4843
ENSMUSG00000028078	Dclk2	ENSMUST00000029719	2268	0.5335
ENSMUSG00000109378	Gm49396	ENSMUST00000167042	660	0.547
ENSMUSG00000028960	Ube4b	ENSMUST00000239095	4059	0.5198
ENSMUSG00000027333	Smox	ENSMUST00000110186	1755	0.5903
ENSMUSG00000036826	Igflr1	ENSMUST00000172251	1095	0.5726
ENSMUSG00000006307	Kmt2b	ENSMUST00000006470	8163	0.5926
ENSMUSG00000020375	Rufy1	ENSMUST00000020643	2136	0.5435
ENSMUSG00000026421	Csrp1	ENSMUST00000097561	579	0.5579
ENSMUSG00000020716	Nf1	ENSMUST00000071325	8523	0.4475
ENSMUSG00000041801	Phlda3	ENSMUST00000038945	375	0.6667
ENSMUSG00000026418	Tnni1	ENSMUST00000152208	561	0.5704
ENSMUSG00000044526	Znrf4	ENSMUST00000052211	981	0.686
ENSMUSG00000058013	Septin11	ENSMUST00000202217	1296	0.5
ENSMUSG00000110218	Tincr	ENSMUST00000209718	261	0.6054
ENSMUSG00000042625	Safb2	ENSMUST00000075510	2973	0.5809
ENSMUSG00000006310	Zbtb32	ENSMUST00000108151	1395	0.5799
ENSMUSG00000028996	Rbp7	ENSMUST00000030848	402	0.5075
ENSMUSG00000041782	Lad1	ENSMUST00000038760	1584	0.5707
ENSMUSG00000006313	Upk1a	ENSMUST00000006476	771	0.5577
ENSMUSG00000028992	Nmnat1	ENSMUST00000030845	855	0.538
ENSMUSG00000036751	Cox6b1	ENSMUST00000075738	258	0.5349
ENSMUSG00000019659	Ccdc12	ENSMUST00000019803	498	0.6104
ENSMUSG00000026414	Tnnt2	ENSMUST00000188028	906	0.5497
ENSMUSG00000030978	Rrm1	ENSMUST00000033283	2376	0.4583
ENSMUSG00000087198	Tmem274	ENSMUST00000210722	486	0.5802
ENSMUSG00000028990	Lzic	ENSMUST00000030842	570	0.4807
ENSMUSG00000063015	Ccni	ENSMUST00000058550	1131	0.4686
ENSMUSG00000025888	Casp1	ENSMUST00000027015	1206	0.4187
ENSMUSG00000071054	Safb	ENSMUST00000182533	2817	0.5758
ENSMUSG00000044814	Or55b3	ENSMUST00000219647	1008	0.5149
ENSMUSG00000033538	Casp4	ENSMUST00000027012	1119	0.4433
ENSMUSG00000043925	Or55b4	ENSMUST00000051201	1002	0.5639
ENSMUSG00000029384	2010109A12Rik	ENSMUST00000031330	357	0.4034
ENSMUSG00000044824	Or55b10	ENSMUST00000216116	948	0.5591
ENSMUSG00000029385	Ccng2	ENSMUST00000031331	1032	0.4767
ENSMUSG00000027335	Adra1d	ENSMUST00000103184	1686	0.6471
ENSMUSG00000073979	Or52b4	ENSMUST00000098229	933	0.4705
ENSMUSG00000027122	Arl14ep	ENSMUST00000028536	828	0.4529
ENSMUSG00000073978	Or52b4i	ENSMUST00000210064	942	0.4682
ENSMUSG00000073977	Or52b3	ENSMUST00000217478	948	0.5116
ENSMUSG00000028076	Cd1d1	ENSMUST00000029717	1008	0.5278
ENSMUSG00000073975	Or51r1	ENSMUST00000216524	948	0.5506
ENSMUSG00000073974	Or52p2	ENSMUST00000213540	945	0.5407
ENSMUSG00000073973	Or52k2	ENSMUST00000215712	951	0.489
ENSMUSG00000073972	Or52m2	ENSMUST00000216776	978	0.4755
ENSMUSG00000027120	Fshb	ENSMUST00000028533	390	0.5077
ENSMUSG00000023259	Slc26a6	ENSMUST00000188557	2274	0.5453
ENSMUSG00000045824	Or51t4	ENSMUST00000052997	1038	0.4595
ENSMUSG00000066269	Or51a6	ENSMUST00000084812	954	0.4654
ENSMUSG00000027652	Ralgapb	ENSMUST00000109485	4521	0.455
ENSMUSG00000073962	Or51a7	ENSMUST00000098213	936	0.437
ENSMUSG00000041734	Kirrel1	ENSMUST00000159976	2367	0.567
ENSMUSG00000043354	Or51g2	ENSMUST00000214080	936	0.484
ENSMUSG00000045792	Or51g1	ENSMUST00000215606	939	0.4728
ENSMUSG00000032446	Eomes	ENSMUST00000035020	2121	0.604
ENSMUSG00000049760	Micos13	ENSMUST00000052832	357	0.549
ENSMUSG00000084262	Or51p1	ENSMUST00000118682	939	0.4494
ENSMUSG00000073945	Or52z13	ENSMUST00000214883	954	0.4214
ENSMUSG00000073944	Or52z14	ENSMUST00000215732	960	0.4073
ENSMUSG00000057863	Rpl36	ENSMUST00000080492	315	0.6159
ENSMUSG00000045132	Or51v14	ENSMUST00000217603	939	0.4483
ENSMUSG00000041168	Lonp1	ENSMUST00000047226	2847	0.5767
ENSMUSG00000050085	Or52a33	ENSMUST00000213536	951	0.4395
ENSMUSG00000099687	Or51b6b	ENSMUST00000213840	951	0.4395
ENSMUSG00000045780	Or51v8	ENSMUST00000062144	924	0.4545
ENSMUSG00000073943	Or52z15	ENSMUST00000098195	963	0.4216
ENSMUSG00000094822	Or52a20	ENSMUST00000215723	948	0.4241
ENSMUSG00000023078	Cxcl13	ENSMUST00000023840	327	0.4679
ENSMUSG00000073901	Or2ag19	ENSMUST00000216254	957	0.466
ENSMUSG00000038884	Shfl	ENSMUST00000043911	870	0.608
ENSMUSG00000073900	Or2ag20	ENSMUST00000080925	945	0.4677
ENSMUSG00000109058	Or2ag1	ENSMUST00000213721	948	0.4821
ENSMUSG00000109354	Or2ag2	ENSMUST00000213918	948	0.4747
ENSMUSG00000034724	Cnot6l	ENSMUST00000113005	1665	0.4324
ENSMUSG00000040828	Catsperd	ENSMUST00000112979	2415	0.4832
ENSMUSG00000069390	Or2d3	ENSMUST00000210644	921	0.4962
ENSMUSG00000073899	Or2d3b	ENSMUST00000207492	921	0.4951
ENSMUSG00000062553	Or2d3c	ENSMUST00000215468	921	0.4788
ENSMUSG00000045581	Or2d4	ENSMUST00000055923	930	0.4
ENSMUSG00000038742	Angptl6	ENSMUST00000043726	1371	0.6419
ENSMUSG00000036647	Or6b9	ENSMUST00000213552	948	0.4504
ENSMUSG00000045013	Or6b6	ENSMUST00000051715	942	0.449
ENSMUSG00000004100	Ppan	ENSMUST00000004203	1410	0.5993
ENSMUSG00000059994	Fcrl1	ENSMUST00000163661	1089	0.5152
ENSMUSG00000070417	Or6a2	ENSMUST00000207280	981	0.4934
ENSMUSG00000002372	Ranbp3	ENSMUST00000233319	1674	0.5908
ENSMUSG00000073898	Or10a5	ENSMUST00000098139	972	0.4722
ENSMUSG00000044405	Adig	ENSMUST00000059889	240	0.5167
ENSMUSG00000070319	Eif3g	ENSMUST00000004206	960	0.5646
ENSMUSG00000073920	Or56b2	ENSMUST00000214876	957	0.4493
ENSMUSG00000037771	Slc32a1	ENSMUST00000045738	1575	0.6146
ENSMUSG00000049612	Omg	ENSMUST00000164465	1329	0.4357
ENSMUSG00000037761	Actr5	ENSMUST00000045644	1824	0.6075
ENSMUSG00000062369	Usp17lb	ENSMUST00000076501	1404	0.5014
ENSMUSG00000070354	Evi2	ENSMUST00000093983	231	0.5238
ENSMUSG00000009248	Ascl2	ENSMUST00000009392	789	0.6692
ENSMUSG00000093938	Evi2b	ENSMUST00000179322	1332	0.4347
ENSMUSG00000004099	Dnmt1	ENSMUST00000004202	4860	0.543
ENSMUSG00000078771	Evi2a	ENSMUST00000103236	669	0.4948
ENSMUSG00000000244	Tspan32	ENSMUST00000009396	768	0.5456
ENSMUSG00000017639	Rab11fip4	ENSMUST00000017783	1905	0.5843
ENSMUSG00000070686	Pramel34	ENSMUST00000162964	1425	0.4449
ENSMUSG00000037754	Ppp1r16b	ENSMUST00000052927	1704	0.5822
ENSMUSG00000054723	Vmac	ENSMUST00000067931	522	0.6839
ENSMUSG00000107392	Pramel35	ENSMUST00000249096	1443	0.4678
ENSMUSG00000096230	Pramel36	ENSMUST00000201400	1443	0.483
ENSMUSG00000018920	Cxcl16	ENSMUST00000019064	738	0.5393
ENSMUSG00000096259	Pramel38	ENSMUST00000179743	1443	0.465
ENSMUSG00000002379	Ndufa11	ENSMUST00000002452	429	0.5874
ENSMUSG00000095718	Pramel40	ENSMUST00000086050	1443	0.4747
ENSMUSG00000033909	Usp36	ENSMUST00000106296	3294	0.5686
ENSMUSG00000074011	Pramel41	ENSMUST00000202916	1443	0.4726
ENSMUSG00000048031	Fcrl5	ENSMUST00000194102	1788	0.4771
ENSMUSG00000094195	Pramel44	ENSMUST00000201552	1443	0.4726
ENSMUSG00000039481	Nrtn	ENSMUST00000044752	585	0.7231
ENSMUSG00000094043	Pramel49	ENSMUST00000086950	1443	0.483
ENSMUSG00000072814	Pramel54	ENSMUST00000136313	1443	0.474
ENSMUSG00000007603	Dus3l	ENSMUST00000007747	1911	0.6081
ENSMUSG00000096044	Pramel33	ENSMUST00000201432	1443	0.4685
ENSMUSG00000072822	Pramel37	ENSMUST00000094587	1443	0.4823
ENSMUSG00000072821	Pramel53	ENSMUST00000139828	1443	0.474
ENSMUSG00000095074	Pramel42	ENSMUST00000202642	1443	0.4664
ENSMUSG00000095503	Pramel43	ENSMUST00000201071	1443	0.4816
ENSMUSG00000090273	Prr22	ENSMUST00000168666	1266	0.628
ENSMUSG00000074625	Arhgap40	ENSMUST00000099133	2016	0.5848
ENSMUSG00000024206	Rfx2	ENSMUST00000002444	2151	0.6058
ENSMUSG00000095954	Pramel56	ENSMUST00000201703	1443	0.465
ENSMUSG00000074647	Fam83c	ENSMUST00000239423	2328	0.5838
